dataset,mode,model,map,recall,precision_at_10,ndcg,num_queries,elapsed_sec
touche,baseline,tfidf,0.0008754908172309107,0.0017497078597757494,0.00816326530612245,0.0061879053148632,49,11.42
touche,baseline,bm25,0.0014333022277554996,0.0017497078597757494,0.00816326530612245,0.010294917890489821,49,9.22
touche,enhanced,tfidf,0.0007357449964219669,0.0017497078597757494,0.00816326530612245,0.005455921155108735,49,24.07
touche,enhanced,bm25,0.001560743385096989,0.0017497078597757494,0.00816326530612245,0.008951876926461686,49,32.37
