dataset,mode,model,map,recall,precision_at_10,ndcg,num_queries,elapsed_sec
quora,baseline,tfidf,0.683750544375102,0.8378586001149386,0.11187000000000001,0.7340176092184065,10000,1038.4
quora,baseline,bm25,0.7158431170012094,0.8690341641087427,0.11653,0.7657640415718519,10000,6869.37
quora,baseline,embedding,0.8364006033505597,0.9502895111051827,0.13374,0.8755480955973329,10000,1250.19
quora,baseline,hybrid_serial,0.8326314602007816,0.9391437961428309,0.13118,0.8704706156619981,10000,11156.24
quora,baseline,hybrid_parallel,0.8323908024141093,0.9430195726836744,0.13106,0.8713502191469488,10000,6813.65
quora,baseline,vector_store,0.8363201814384074,0.9502895111051827,0.13374,0.8754654182457265,10000,796.98
