dataset,mode,model,map,recall,precision_at_10,ndcg,num_queries,elapsed_sec
touche,baseline,tfidf,0.04272899488583001,0.06846196398545634,0.32653061224489793,0.17996030263510762,49,1388.71
touche,baseline,bm25,0.13010858290177835,0.14663830859536947,0.7081632653061225,0.40999856625697156,49,1944.82
touche,baseline,embedding,0.02389197480325424,0.04928464611946707,0.2306122448979592,0.11727542764072625,49,29349.18
